school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,17,U,GT3,T,3,2,services,services,NA,NA,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,NA,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18
GP,F,16,NA,GT3,NA,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13
GP,F,16,U,GT3,T,4,4,health,health,NA,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17
GP,M,16,NA,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,NA,yes,yes,yes,4,3,2,1,1,3,0,16,17,18
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,NA,1,2,NA,no,yes,no,yes,NA,yes,yes,no,4,4,4,1,3,NA,0,11,9,10
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,NA,3,0,14,13,13
GP,F,16,U,LE3,T,3,NA,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,NA,5,1,1,4,0,14,14,15
GP,M,NA,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,NA,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,NA,no,no,NA,yes,no,yes,yes,no,3,4,4,1,NA,5,0,13,12,14
GP,M,17,U,GT3,T,3,3,other,NA,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,NA,4,1,4,4,4,11,9,10
GP,M,16,R,GT3,T,4,NA,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,NA
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,NA,1,1,2,4,11,11,13
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,NA,yes,yes,NA,NA,yes,yes,no,3,4,3,2,3,3,4,11,10,11
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,NA,13
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,NA,yes,yes,5,3,3,2,3,NA,32,14,13,14
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,NA,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16
GP,M,17,U,GT3,T,3,NA,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,NA
NA,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,NA,3,3,3,1,2,3,0,10,9,NA
GP,M,16,U,LE3,T,2,NA,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16
GP,F,17,U,GT3,A,3,3,health,NA,reputation,mother,1,2,0,no,yes,no,NA,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14
GP,M,NA,NA,GT3,T,1,2,at_home,other,home,mother,1,2,NA,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10
GP,F,16,U,NA,T,NA,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13
GP,NA,17,NA,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,NA,1,3,0,12,11,12
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,NA,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,NA,10,11,12
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,NA,3,4,5,0,11,10,10
GP,M,16,U,GT3,T,2,3,other,NA,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12
GP,F,17,U,LE3,T,2,4,services,services,course,NA,1,2,0,no,no,NA,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16
GP,M,17,U,GT3,T,4,4,NA,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,NA,4,5,2,1,2,3,0,11,10,11
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,NA,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,NA,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12
GP,F,17,U,NA,T,1,1,NA,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,NA,2,1,2,3,21,13,13,13
GP,NA,16,R,GT3,T,NA,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13
GP,F,17,U,GT3,T,3,4,NA,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8
GP,F,16,U,GT3,A,3,1,services,other,NA,mother,1,2,0,no,yes,no,no,yes,yes,yes,NA,2,3,3,2,2,4,2,11,11,12
GP,F,16,U,NA,T,4,3,teacher,other,other,NA,1,NA,0,no,no,no,NA,yes,yes,yes,yes,1,3,2,1,NA,1,4,14,15,15
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,NA,1,1,4,0,11,12,NA
GP,F,19,U,NA,T,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,NA,NA,no,4,3,3,1,2,3,4,12,12,12
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13
NA,M,18,U,GT3,T,2,2,services,other,home,mother,1,NA,0,no,yes,no,yes,NA,yes,yes,NA,4,4,4,2,4,5,10,12,11,11
GP,F,17,R,LE3,T,4,4,NA,other,other,mother,1,NA,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10
GP,M,18,U,LE3,T,3,NA,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,3,NA,4,2,4,4,10,10,10,10
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,NA,3,3,1,4,3,4,12,13,13
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,NA,0,12,12,13
GP,F,17,R,GT3,T,2,NA,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11
NA,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12
GP,F,NA,U,GT3,NA,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,NA,1,3,0,13,13,14
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,NA,no,3,3,3,5,5,4,9,10,9,NA
NA,F,16,U,GT3,T,NA,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16
GP,F,18,R,GT3,T,3,1,NA,other,reputation,NA,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8
GP,F,17,U,GT3,T,3,2,other,NA,course,mother,1,2,0,no,no,no,yes,NA,yes,yes,no,5,3,4,1,3,3,2,17,18,NA
NA,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,NA
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,NA,3,2,9,10,11
GP,F,17,U,GT3,A,2,NA,other,other,course,mother,2,3,0,no,no,NA,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16
GP,F,17,U,LE3,NA,4,3,health,NA,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,NA
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,NA,yes,no,yes,yes,NA,yes,no,4,NA,2,1,1,1,0,12,13,13
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13
GP,NA,16,NA,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,NA,4,2,4,2,4,1,0,13,13,14
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,NA,NA,yes,yes,yes,no,3,4,2,1,1,5,2,NA,9,9
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,NA,yes,5,3,3,1,3,2,0,12,12,12
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,NA,16,16
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10
GP,F,16,U,GT3,A,4,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,NA,1,2,NA,0,14,13,13
GP,F,18,U,LE3,A,2,4,services,other,course,mother,2,2,1,no,yes,NA,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10
GP,F,NA,U,LE3,T,2,2,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10
GP,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7
GP,M,NA,U,GT3,T,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,NA,yes,4,4,3,2,NA,1,26,7,8,8
GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1,NA,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9
NA,F,17,U,GT3,T,3,2,other,NA,NA,father,NA,2,0,no,no,no,yes,yes,yes,no,no,NA,4,NA,1,1,3,4,14,14,15
GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,3,0,NA,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10
GP,NA,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,NA,3,5,1,2,5,4,12,11,11
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13
GP,F,17,R,LE3,A,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,0,no,no,no,no,yes,no,yes,NA,5,5,4,3,5,2,16,8,7,8
GP,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10
GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,NA,15
GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,NA,14
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,NA,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15
GP,M,17,R,LE3,A,4,4,teacher,other,NA,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,NA,2,3,4,0,12,12,12
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,NA,1,0,no,no,no,NA,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15
GP,M,16,NA,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,NA,14,NA,15
GP,F,17,U,GT3,T,NA,4,teacher,services,NA,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12
GP,M,17,R,GT3,T,1,NA,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15
GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11
GP,F,17,U,GT3,T,1,1,at_home,other,course,NA,1,2,NA,yes,no,no,no,NA,yes,no,yes,4,NA,2,1,1,4,10,10,9,10
GP,F,18,U,GT3,T,2,1,other,other,course,other,NA,3,NA,NA,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11
GP,M,16,U,GT3,T,2,1,NA,other,course,mother,3,1,0,no,no,NA,no,yes,yes,yes,no,4,3,NA,1,1,4,7,15,16,16
GP,F,17,U,GT3,T,NA,1,other,services,course,NA,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,NA,NA,NA,11,10,11
GP,NA,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13
GP,NA,22,U,GT3,T,NA,1,services,services,other,mother,1,1,3,no,NA,no,no,no,no,yes,yes,5,NA,5,5,5,1,12,7,8,5
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,NA,5,8,10,9,NA
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,NA,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11
GP,NA,18,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,no,no,NA,yes,no,yes,no,4,NA,5,2,4,5,8,7,8,7
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10
GP,M,18,U,GT3,NA,2,NA,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,NA,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,NA,4,1,2,5,0,9,10,10
GP,NA,18,U,LE3,NA,2,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13
GP,NA,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,no,NA,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17
GP,F,19,U,GT3,T,2,2,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11
GP,M,18,U,LE3,T,2,1,services,other,NA,mother,3,2,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11
GP,F,17,R,GT3,T,4,2,other,other,course,mother,NA,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14
GP,F,18,U,LE3,T,1,1,NA,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14
GP,F,NA,R,GT3,T,2,2,other,other,home,mother,1,2,0,yes,no,no,no,yes,NA,no,no,3,2,3,1,1,5,4,11,11,13
GP,NA,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,NA
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,NA,16
GP,M,17,R,GT3,T,2,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,NA,5,2,2,1,1,4,0,9,10,10
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,NA,2,2,10,11,12
GP,F,20,R,GT3,T,2,1,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12
GP,F,18,U,GT3,NA,NA,3,services,other,home,father,1,NA,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,NA,0,no,yes,no,no,no,yes,NA,no,4,NA,2,1,1,3,2,10,10,11
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,NA,no,no,5,3,2,1,1,3,2,10,11,12
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13
GP,F,18,U,GT3,T,2,NA,at_home,services,home,mother,1,3,0,no,yes,NA,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13
GP,M,17,U,GT3,T,2,2,NA,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,NA,9
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,NA,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,NA,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,no,yes,NA,yes,yes,yes,5,4,5,1,3,5,4,10,12,14
GP,F,18,R,GT3,T,2,1,other,other,reputation,NA,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10
NA,F,19,U,GT3,T,NA,3,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,NA,16,16,16
GP,F,18,U,LE3,T,1,1,other,other,home,NA,NA,2,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,NA,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18
GP,F,18,U,NA,T,2,1,other,other,home,mother,1,NA,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16
GP,F,NA,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,no,no,NA,yes,yes,yes,4,NA,4,2,3,5,6,12,12,12
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10
GP,M,18,U,GT3,T,4,4,teacher,services,home,NA,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,NA,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,NA,1,1,4,NA,14,NA,13
GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3,3,NA,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15
GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1,2,NA,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10
NA,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10
GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,NA,4,5,22,11,11,10
GP,M,NA,U,LE3,A,3,2,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13
GP,F,18,R,LE3,NA,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18
GP,NA,NA,U,GT3,T,1,1,other,other,home,NA,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,NA,4,0,12,13,13
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,NA,no,yes,yes,no,5,4,5,1,2,5,NA,12,12,14
NA,NA,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,no,no,yes,NA,yes,yes,yes,4,3,1,1,1,5,10,12,13,14
GP,M,17,U,GT3,T,1,1,NA,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12
GP,F,18,U,GT3,NA,NA,2,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,NA,yes,no,4,3,3,1,2,2,0,18,18,18
GP,NA,17,NA,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,NA,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,NA,3,2,NA,14,15,15
GP,M,18,U,LE3,A,4,4,NA,teacher,reputation,mother,1,2,0,NA,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,NA,yes,4,3,2,1,4,5,2,15,16,NA
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,NA,NA,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18
GP,NA,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,NA,1,2,1,1,3,0,18,19,19
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,NA,yes,yes,yes,yes,no,5,4,2,1,NA,4,0,14,15,15
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,NA,15
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,NA,no,yes,no,no,yes,yes,NA,yes,4,4,5,1,NA,2,0,13,14,14
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,NA,2,2,2,1,0,18,18,17
GP,F,18,U,LE3,A,4,4,NA,other,home,mother,1,2,0,no,yes,NA,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,NA,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13
GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8
GP,F,17,U,GT3,T,4,NA,other,other,reputation,mother,NA,3,0,no,yes,no,no,NA,yes,NA,no,4,3,3,1,1,3,0,NA,16,16
NA,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,NA,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18
GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,2,3,1,no,no,NA,yes,yes,yes,yes,yes,4,3,1,1,1,NA,0,9,10,11
GP,M,20,U,GT3,A,3,2,services,other,course,NA,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15
NA,M,19,R,NA,T,3,3,other,services,NA,father,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11
GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,1,2,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11
GP,F,18,U,GT3,T,NA,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15
GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,NA,1,1,3,2,11,12,14
GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17
GP,F,18,U,LE3,T,4,3,health,services,course,mother,2,1,0,no,yes,no,no,NA,yes,yes,no,3,2,4,1,4,1,8,12,12,15
GP,F,17,R,GT3,T,NA,4,at_home,services,course,father,1,3,0,no,NA,no,yes,no,yes,yes,no,NA,3,4,2,NA,NA,2,15,15,17
