school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,16,R,GT3,T,4,2,teacher,NA,other,mother,1,1,0,no,yes,no,NA,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,NA,yes,no,3,4,3,2,3,3,10,9,8,8
GP,M,16,U,GT3,T,NA,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,NA,2,3,2,12,13,12
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,NA,2,0,no,yes,no,yes,yes,NA,yes,yes,5,3,3,2,3,1,56,9,NA,8
GP,F,16,U,GT3,T,3,2,other,NA,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,NA,0,no,yes,yes,yes,yes,yes,yes,NA,3,3,3,1,2,3,2,11,12,11
GP,M,NA,U,LE3,T,2,NA,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,NA,6,8,7,9
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10
GP,F,NA,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,NA,5,12,7,8,8
GP,NA,16,R,NA,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,NA,3,4,5,8,8,9,10
GP,M,16,U,GT3,T,2,3,other,other,home,NA,2,1,0,no,no,no,no,NA,yes,yes,no,5,3,3,1,1,3,0,13,14,14
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,NA,yes,4,3,2,1,1,5,0,14,15,15
NA,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16
GP,M,NA,R,LE3,T,3,3,teacher,other,home,father,3,NA,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10
GP,F,17,U,GT3,T,NA,4,NA,teacher,home,mother,NA,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,NA,no,no,4,4,3,1,NA,4,6,8,NA,10
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,NA,1,2,3,18,7,6,6
GP,F,16,NA,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,NA,NA,3,5,1,1,5,6,10,10,11
GP,NA,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,NA,2,3,3,2,2,NA,5,7,7,7
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,NA,NA,13
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10
GP,NA,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,NA,0,no,yes,NA,yes,yes,yes,yes,NA,4,4,2,1,1,4,6,7,7,7
GP,F,19,NA,GT3,T,3,3,other,other,reputation,other,1,4,0,no,NA,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8
GP,NA,17,U,LE3,T,4,4,services,NA,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,NA,4,5,3,13,12,NA,13
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,NA,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,NA,no,NA,yes,yes,yes,yes,yes,NA,4,4,4,2,4,5,15,6,7,8
GP,F,17,R,LE3,T,4,4,services,other,other,mother,NA,1,0,no,NA,yes,NA,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,NA,yes,yes,yes,no,NA,4,4,1,3,1,2,14,15,15
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,NA,3,4,5,2,4,1,22,6,6,4
GP,M,18,U,LE3,T,3,NA,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,NA,8
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,NA,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,NA,NA,1,4,4,9,10,10
GP,F,17,NA,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6
GP,F,17,U,GT3,T,1,1,at_home,other,NA,mother,1,3,1,no,yes,no,yes,NA,yes,no,yes,4,3,4,1,1,5,0,6,5,0
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,NA
GP,NA,18,U,GT3,T,2,2,other,other,NA,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,NA,3,5,5,4,0,12,13,13
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,NA,yes,yes,5,3,3,1,1,4,16,9,8,7
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,NA,10,16,15,15
NA,M,NA,U,LE3,T,2,3,services,NA,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,NA,4,3,2,4,5,3,14,10,8,9
GP,F,NA,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,NA,10,12,NA,12
GP,NA,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14
GP,M,17,R,GT3,T,2,2,other,other,course,NA,2,2,0,no,yes,yes,NA,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,NA,5,5,1,3,2,14,11,9,9
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,NA,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,NA,1,2,14,13,13
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6
NA,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,NA,3,2,10,11,9,10
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,NA,1,5,20,13,12,12
GP,F,17,R,GT3,T,NA,1,at_home,services,course,mother,3,2,0,no,no,no,NA,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11
GP,M,18,U,GT3,T,2,2,other,services,reputation,NA,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0
GP,NA,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,NA,14,12,12,12
NA,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12
GP,M,16,U,LE3,NA,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,NA,NA,5,4,5,1,1,3,0,6,0,0
GP,M,16,U,GT3,T,4,4,services,services,NA,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,NA,NA,5,0,13,NA,12
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,NA,4,4,1,1,3,0,7,0,0
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,NA,1,1,2,4,12,12,13
GP,M,22,U,NA,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8
GP,M,18,R,LE3,T,3,3,NA,services,course,mother,1,2,1,no,NA,no,no,yes,yes,yes,yes,4,NA,3,1,3,5,8,3,5,NA
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,NA,yes,yes,no,4,3,2,2,4,NA,NA,13,15,15
GP,M,18,U,GT3,T,3,2,services,other,NA,mother,2,1,1,no,no,no,NA,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,NA,3,1,3,2,6,7,10,NA
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,NA,no,no,no,yes,NA,3,2,5,2,5,5,4,NA,9,8
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,NA,4,4,2,2,4,5,0,8,12,12
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,NA,4,4,4,1,2,5,2,7,9,8
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,NA,4,2,3,1,1,4,6,14,12,13
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,NA,1,1,12,11,11,11
NA,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0
GP,F,18,U,GT3,NA,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8
GP,M,18,R,NA,T,3,2,other,other,course,mother,NA,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,NA,12,12
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9
GP,F,18,NA,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0
GP,M,18,R,LE3,A,3,NA,other,other,reputation,mother,2,2,0,no,NA,NA,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17
GP,M,NA,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,NA,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,NA,0,no,yes,yes,yes,yes,yes,yes,yes,NA,4,5,1,3,5,10,10,9,NA
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,NA,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0
GP,F,19,U,GT3,T,3,NA,other,services,home,NA,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,NA,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14
NA,F,18,U,NA,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,NA,NA,NA,4,4,3,1,1,3,2,11,11,11
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,NA,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,NA,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12
GP,F,18,R,GT3,A,3,2,other,services,home,NA,2,NA,0,no,no,no,no,no,no,yes,yes,4,1,NA,1,1,5,75,10,NA,9
GP,M,18,U,GT3,T,4,4,teacher,services,home,NA,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,NA,NA,22,9,9,9
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,NA,yes,yes,2,4,4,1,1,4,15,9,8,8
GP,M,18,U,LE3,T,4,3,teacher,services,course,NA,2,1,0,no,no,NA,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,NA
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,NA,5,4,2,4,5,30,8,8,8
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10
GP,F,NA,NA,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12
GP,F,18,U,GT3,T,NA,1,other,other,home,mother,2,2,0,yes,NA,no,yes,NA,yes,yes,no,5,4,4,1,1,4,4,NA,9,10
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11
GP,M,17,U,GT3,T,1,1,other,NA,reputation,father,1,NA,0,no,no,yes,no,no,NA,yes,no,4,3,3,1,2,4,2,NA,10,11
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,NA,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19
GP,F,NA,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,NA,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,NA,3,1,1,2,9,NA,13,15
GP,M,18,U,GT3,NA,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,NA,yes,yes,yes,4,3,2,1,4,5,11,12,11,11
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15
GP,F,NA,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13
GP,F,17,R,LE3,T,3,1,services,other,NA,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,NA,2,1,1,3,6,18,18,18
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,NA,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,NA,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,NA
GP,F,18,U,GT3,NA,4,3,other,other,NA,father,1,NA,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,NA,yes,yes,1,4,2,NA,2,1,5,16,15,16
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10
GP,F,17,NA,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,NA,3,1,1,3,0,15,12,14
GP,F,17,U,GT3,T,3,2,health,health,NA,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,NA,17,18
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,NA,yes,yes,yes,4,4,4,1,1,3,20,15,14,13
GP,F,18,U,GT3,NA,2,NA,services,at_home,reputation,other,1,2,1,NA,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,NA,no,yes,yes,yes,no,no,5,5,3,1,1,NA,0,17,18,18
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,NA,NA,38,8,9,8
GP,M,19,R,NA,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,NA,12,12
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,NA,NA,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,no,no,no,yes,NA,yes,no,yes,4,2,4,2,2,3,0,9,9,0
GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,NA,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,NA,4,NA,13,11,11
GP,F,19,NA,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,NA,yes,NA,NA,2,1,1,3,14,15,13,13
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,NA,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13
GP,F,17,U,GT3,T,2,2,NA,other,NA,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9
GP,F,17,R,LE3,T,NA,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,NA,3,NA,2,2,2,3,3,11,11,11
GP,F,17,U,GT3,T,3,1,services,services,course,NA,1,3,0,no,yes,no,no,no,yes,NA,no,3,4,3,2,3,NA,1,12,14,15
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,NA,yes,no,3,3,3,2,3,2,0,NA,15,15
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11
GP,NA,17,U,NA,T,3,3,other,services,NA,mother,1,1,0,NA,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,NA,15,16
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9
GP,F,17,U,GT3,T,4,4,NA,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,NA
NA,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,NA,yes,no,4,5,5,2,4,5,2,9,8,8
GP,NA,NA,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,NA,1,1,5,7,12,14,14
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,NA,0,no,no,no,yes,yes,yes,yes,NA,5,3,4,1,1,4,0,7,0,0
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,NA,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0
NA,F,18,R,GT3,NA,2,2,at_home,other,course,NA,2,4,NA,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15
GP,F,19,R,GT3,NA,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13
GP,F,17,U,GT3,T,NA,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,NA,NA,3,2,2,3,2,0,7,8,0
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,NA,NA,1,7,16,15,17
GP,F,17,R,GT3,A,3,2,other,other,home,mother,NA,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11
GP,M,18,U,GT3,NA,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,NA,3,3,2,2,2,0,10,10,0
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,NA,yes,yes,yes,yes,4,NA,3,1,3,NA,11,16,15,15
GP,F,NA,U,GT3,A,2,NA,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,NA,3,1,1,2,4,0,9,8,0
GP,F,18,U,NA,T,2,3,at_home,other,course,mother,1,3,NA,NA,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,NA,NA,2,3,1,7,13,13,14
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,NA,15,16
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,NA,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,NA,NA,4,0,13,15,15
MS,M,18,NA,GT3,T,3,2,other,other,NA,mother,2,NA,1,NA,NA,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,NA
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,NA,3,no,no,NA,no,yes,yes,yes,no,5,4,4,3,3,2,NA,8,7,8
MS,NA,17,U,GT3,T,NA,3,health,other,course,mother,2,2,0,no,NA,yes,no,yes,yes,yes,no,4,5,NA,2,3,3,2,13,13,13
MS,M,NA,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,NA,no,yes,no,yes,yes,4,3,3,2,3,3,NA,8,7,8
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,NA,no,NA,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,NA,yes,yes,yes,4,5,5,1,3,2,4,13,11,11
NA,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,NA,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11
